Contract_ID,Opportunity_ID,Account_ID,Start_Date,End_Date,Contract_Value,Contract_Type,Renewal_Status,Cancellation_Reason,Renewal_Type,Contract_Status
CONT-000176,OPP-001241,ACC-000052,2025-04-16 13:43:46,2025-09-14 13:43:46,222802.89,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-000177,OPP-001264,ACC-000031,2021-08-14 00:00:00,2022-08-14 00:00:00,217911.45,Annual,Non-Renewed,Competitor,Staff Augmentation,Inactive
CONT-000178,OPP-001268,ACC-000061,2021-01-24 00:00:00,2022-01-24 00:00:00,298210.17,Annual,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-000179,OPP-001270,ACC-000048,2024-08-09 13:43:46,2025-06-28 13:43:46,467147.71,Quarterly,Renewed,,Professional Services,Active
CONT-000180,OPP-001278,ACC-000038,2021-09-23 00:00:00,2022-05-21 00:00:00,407115.33,Custom,Non-Renewed,Poor Service,Staff Augmentation,Inactive
CONT-000181,OPP-001280,ACC-000042,2023-03-28 00:00:00,2023-06-26 00:00:00,125825.59,Quarterly,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-000182,OPP-001281,ACC-000039,2024-09-10 13:43:46,2027-05-26 13:43:46,483430.26,Quarterly,Pending,,Staff Augmentation,Active
CONT-000183,OPP-001283,ACC-000030,2022-11-09 00:00:00,2023-10-05 00:00:00,371991.8,Custom,Non-Renewed,Poor Service,Professional Services,Inactive
CONT-000184,OPP-001288,ACC-000041,2025-06-08 13:43:46,2025-12-27 13:43:46,430843.72,Custom,Pending,,Development Projects,Active
CONT-000185,OPP-001298,ACC-000046,2024-12-06 13:43:46,2025-08-26 13:43:46,371664.97,Annual,Auto-Renew,,Staff Augmentation,Active
CONT-000186,OPP-001301,ACC-000007,2024-12-05 13:43:46,2026-11-03 13:43:46,208176.27,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-000187,OPP-001302,ACC-000022,2021-10-06 00:00:00,2022-01-04 00:00:00,231958.63,Quarterly,Non-Renewed,Merger/Acquisition,Support & Maintenance,Inactive
CONT-000188,OPP-001311,ACC-000040,2024-12-07 13:43:46,2025-09-20 13:43:46,425138.23,Annual,Renewed,,Staff Augmentation,Active
CONT-000189,OPP-001314,ACC-000044,2025-03-31 13:43:46,2027-06-09 13:43:46,496888.03,Quarterly,Auto-Renew,,Support & Maintenance,Active
CONT-000190,OPP-001315,ACC-000043,2025-02-04 13:43:46,2027-03-30 13:43:46,405541.69,Quarterly,Pending,,Product Licensing,Active
CONT-000191,OPP-001316,ACC-000036,2021-04-20 00:00:00,2021-07-19 00:00:00,204132.03,Quarterly,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-000192,OPP-001323,ACC-000040,2024-11-13 13:43:46,2027-01-28 13:43:46,478176.06,Annual,Renewed,,Professional Services,Active
CONT-000193,OPP-001324,ACC-000040,2021-08-15 00:00:00,2022-08-15 00:00:00,439680.92,Annual,Non-Renewed,Business Closure,Outcome-Based Contracts,Inactive
CONT-000194,OPP-001326,ACC-000043,2022-06-25 00:00:00,2023-06-25 00:00:00,260744.42,Annual,Non-Renewed,Budget Constraints,Product Licensing,Inactive
CONT-000195,OPP-001342,ACC-000031,2021-12-06 00:00:00,2022-12-06 00:00:00,464716.27,Annual,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-000196,OPP-001343,ACC-000058,2023-04-10 00:00:00,2023-07-09 00:00:00,425006.79,Quarterly,Non-Renewed,Budget Constraints,Product Licensing,Inactive
CONT-000197,OPP-001344,ACC-000047,2022-09-23 00:00:00,2022-12-22 00:00:00,216953.61,Quarterly,Non-Renewed,Poor Service,Staff Augmentation,Inactive
CONT-000198,OPP-001346,ACC-000029,2024-10-08 13:43:46,2026-09-27 13:43:46,275013.85,Annual,Pending,,Managed Services,Active
CONT-000199,OPP-001351,ACC-000050,2022-06-02 00:00:00,2022-08-31 00:00:00,244626.13,Quarterly,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-000200,OPP-001352,ACC-000052,2023-01-14 00:00:00,2024-01-14 00:00:00,177896.91,Annual,Non-Renewed,Product Issues,Data & Analytics Services,Inactive
CONT-000201,OPP-001356,ACC-000008,2024-12-17 00:00:00,2025-12-17 00:00:00,363460.04,Annual,Renewed,,Product Licensing,Active
CONT-000202,OPP-001358,ACC-000015,2021-04-25 00:00:00,2021-07-24 00:00:00,434146.98,Quarterly,Non-Renewed,Poor Service,Development Projects,Inactive
CONT-000203,OPP-001369,ACC-000042,2024-07-26 00:00:00,2025-03-23 00:00:00,18056.14,Custom,Non-Renewed,Product Issues,Data & Analytics Services,Inactive
CONT-000204,OPP-001374,ACC-000043,2025-01-11 13:43:46,2025-06-29 13:43:46,463704.65,Quarterly,Auto-Renew,,Outcome-Based Contracts,Active
CONT-000205,OPP-001377,ACC-000053,2025-02-26 13:43:46,2026-09-14 13:43:46,5869.5,Custom,Auto-Renew,,Product Licensing,Active
CONT-000206,OPP-001384,ACC-000038,2025-02-09 13:43:46,2027-05-01 13:43:46,279785.69,Annual,Renewed,,Data & Analytics Services,Active
CONT-000207,OPP-001392,ACC-000020,2022-02-27 00:00:00,2023-02-27 00:00:00,20017,Annual,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-000208,OPP-001399,ACC-000042,2022-01-24 00:00:00,2022-04-24 00:00:00,41104.38,Quarterly,Non-Renewed,Competitor,Development Projects,Inactive
CONT-000209,OPP-001412,ACC-000052,2024-07-10 13:43:46,2026-10-10 13:43:46,145009.29,Custom,Auto-Renew,,Outcome-Based Contracts,Active
CONT-000210,OPP-001419,ACC-000059,2022-10-01 00:00:00,2023-07-28 00:00:00,406712.17,Custom,Non-Renewed,Competitor,Managed Services,Inactive
CONT-000211,OPP-001424,ACC-000002,2024-01-16 00:00:00,2024-04-15 00:00:00,470418.65,Quarterly,Non-Renewed,Competitor,Infrastructure & Environment Setup,Inactive
CONT-000212,OPP-001426,ACC-000058,2024-09-24 13:43:46,2027-05-03 13:43:46,255981.92,Annual,Renewed,,System Integration,Active
CONT-000213,OPP-001427,ACC-000002,2023-03-06 00:00:00,2023-06-04 00:00:00,102178.22,Quarterly,Non-Renewed,Merger/Acquisition,Development Projects,Inactive
CONT-000214,OPP-001443,ACC-000032,2021-06-20 00:00:00,2021-09-18 00:00:00,140781.43,Custom,Non-Renewed,Competitor,Outcome-Based Contracts,Inactive
CONT-000215,OPP-001454,ACC-000062,2024-08-01 13:43:46,2026-06-05 13:43:46,471594.5,Annual,Auto-Renew,,Staff Augmentation,Active
CONT-000216,OPP-001456,ACC-000008,2021-12-19 00:00:00,2022-08-16 00:00:00,114607.03,Custom,Non-Renewed,Merger/Acquisition,Development Projects,Inactive
CONT-000217,OPP-001457,ACC-000031,2024-08-28 13:43:46,2027-05-26 13:43:46,178176.92,Quarterly,Renewed,,Managed Services,Active
CONT-000218,OPP-001466,ACC-000043,2025-04-24 13:43:46,2026-11-05 13:43:46,474548.4,Quarterly,Auto-Renew,,Managed Services,Active
CONT-000219,OPP-001468,ACC-000058,2025-06-05 13:43:46,2026-01-10 13:43:46,274919.4,Custom,Auto-Renew,,Support & Maintenance,Active
CONT-000220,OPP-001487,ACC-000038,2021-08-21 00:00:00,2022-08-21 00:00:00,234788.02,Annual,Non-Renewed,Competitor,Outcome-Based Contracts,Inactive
CONT-000221,OPP-001488,ACC-000004,2024-12-20 13:43:46,2025-11-24 13:43:46,202533.31,Annual,Pending,,Professional Services,Active
CONT-000222,OPP-001489,ACC-000060,2024-11-19 00:00:00,2025-02-17 00:00:00,245046.04,Quarterly,Non-Renewed,Competitor,Staff Augmentation,Inactive
CONT-000223,OPP-001492,ACC-000021,2022-03-13 00:00:00,2022-06-11 00:00:00,352569.73,Quarterly,Non-Renewed,Competitor,System Integration,Inactive
CONT-000224,OPP-001499,ACC-000056,2024-09-08 13:43:46,2026-06-01 13:43:46,191089.02,Custom,Pending,,Infrastructure & Environment Setup,Active
CONT-000225,OPP-001510,ACC-000018,2024-10-27 13:43:46,2027-06-05 13:43:46,51351.11,Annual,Auto-Renew,,Professional Services,Active
CONT-000226,OPP-001513,ACC-000001,2025-02-24 13:43:46,2027-01-15 13:43:46,176199.93,Quarterly,Pending,,Product Licensing,Active
CONT-000227,OPP-001514,ACC-000022,2025-06-09 13:43:46,2026-03-29 13:43:46,91949.6,Quarterly,Pending,,Professional Services,Active
CONT-000228,OPP-001515,ACC-000031,2024-10-12 00:00:00,2025-01-10 00:00:00,408722.37,Quarterly,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-000229,OPP-001521,ACC-000004,2024-10-28 13:43:46,2026-10-06 13:43:46,445196.19,Custom,Auto-Renew,,Support & Maintenance,Active
CONT-000230,OPP-001532,ACC-000059,2024-10-08 00:00:00,2025-01-06 00:00:00,162528.94,Quarterly,Non-Renewed,Budget Constraints,Product Licensing,Inactive
CONT-000231,OPP-001544,ACC-000050,2023-08-01 00:00:00,2024-05-27 00:00:00,423496.16,Custom,Non-Renewed,Competitor,Product Licensing,Inactive
CONT-000232,OPP-001546,ACC-000010,2021-08-07 00:00:00,2022-08-07 00:00:00,176026.89,Annual,Non-Renewed,Product Issues,Infrastructure & Environment Setup,Inactive
CONT-000233,OPP-001548,ACC-000058,2022-04-26 00:00:00,2022-07-25 00:00:00,380964.02,Quarterly,Non-Renewed,Business Closure,Outcome-Based Contracts,Inactive
CONT-000234,OPP-001557,ACC-000012,2024-09-10 13:43:46,2026-02-27 13:43:46,337102.48,Annual,Pending,,Product Licensing,Active
CONT-000235,OPP-001566,ACC-000020,2023-05-14 00:00:00,2024-05-13 00:00:00,291717.36,Annual,Non-Renewed,Budget Constraints,Data & Analytics Services,Inactive
CONT-000236,OPP-001569,ACC-000052,2022-05-05 00:00:00,2022-08-03 00:00:00,50273.19,Quarterly,Non-Renewed,Business Closure,Managed Services,Inactive
CONT-000237,OPP-001576,ACC-000042,2025-06-10 13:43:46,2026-11-16 13:43:46,298420.13,Quarterly,Auto-Renew,,System Integration,Active
CONT-000238,OPP-001578,ACC-000046,2024-07-23 00:00:00,2024-10-21 00:00:00,199188.52,Quarterly,Non-Renewed,Budget Constraints,Professional Services,Inactive
CONT-000239,OPP-001584,ACC-000014,2024-12-07 13:43:46,2025-08-20 13:43:46,41403.53,Quarterly,Renewed,,Outcome-Based Contracts,Active
CONT-000240,OPP-001587,ACC-000019,2024-08-26 13:43:46,2027-06-21 13:43:46,442790.47,Annual,Auto-Renew,,Product Licensing,Active
CONT-000241,OPP-001588,ACC-000048,2021-08-01 00:00:00,2022-06-27 00:00:00,389270.3,Custom,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-000242,OPP-001592,ACC-000029,2021-05-24 00:00:00,2022-05-24 00:00:00,430836.26,Annual,Non-Renewed,Business Closure,Infrastructure & Environment Setup,Inactive
CONT-000243,OPP-001597,ACC-000054,2024-10-28 13:43:46,2027-03-17 13:43:46,354866.11,Quarterly,Pending,,Development Projects,Active
CONT-000244,OPP-001599,ACC-000061,2021-04-10 00:00:00,2022-04-10 00:00:00,58268.97,Annual,Non-Renewed,Business Closure,Professional Services,Inactive
CONT-000245,OPP-001602,ACC-000038,2023-01-02 00:00:00,2024-01-02 00:00:00,453088.48,Annual,Non-Renewed,Competitor,Outcome-Based Contracts,Inactive
CONT-000246,OPP-001612,ACC-000041,2024-12-22 13:43:46,2026-01-23 13:43:46,205093.71,Custom,Pending,,Data & Analytics Services,Active
CONT-000247,OPP-001613,ACC-000034,2025-06-25 13:43:46,2026-03-30 13:43:46,444440.92,Custom,Pending,,Data & Analytics Services,Active
CONT-000248,OPP-001633,ACC-000052,2021-12-10 00:00:00,2022-12-10 00:00:00,184362.69,Annual,Non-Renewed,Business Closure,Infrastructure & Environment Setup,Inactive
CONT-000249,OPP-001637,ACC-000032,2025-06-12 13:43:46,2026-10-17 13:43:46,390963.12,Annual,Pending,,System Integration,Active
CONT-000250,OPP-001646,ACC-000005,2021-04-16 00:00:00,2021-07-15 00:00:00,453770.35,Quarterly,Non-Renewed,Product Issues,Professional Services,Inactive
CONT-000251,OPP-001647,ACC-000057,2022-11-07 00:00:00,2022-12-07 00:00:00,228796.96,Custom,Non-Renewed,Competitor,Managed Services,Inactive
CONT-000252,OPP-001648,ACC-000058,2023-11-28 00:00:00,2024-11-27 00:00:00,186314.08,Annual,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-000253,OPP-001657,ACC-000042,2021-10-20 00:00:00,2022-09-15 00:00:00,332470.58,Custom,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-000254,OPP-001662,ACC-000033,2021-07-15 00:00:00,2021-10-13 00:00:00,359841.49,Quarterly,Non-Renewed,Product Issues,Professional Services,Inactive
CONT-000255,OPP-001674,ACC-000026,2025-02-10 13:43:46,2026-11-03 13:43:46,98209.62,Quarterly,Auto-Renew,,Data & Analytics Services,Active
CONT-000256,OPP-001675,ACC-000051,2025-05-08 13:43:46,2026-06-17 13:43:46,392994.11,Annual,Renewed,,System Integration,Active
CONT-000257,OPP-001676,ACC-000061,2024-01-20 00:00:00,2024-07-18 00:00:00,375930.47,Custom,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-000258,OPP-001677,ACC-000017,2025-05-10 13:43:46,2026-02-04 13:43:46,491775.27,Quarterly,Renewed,,Managed Services,Active
CONT-000259,OPP-001691,ACC-000039,2024-10-10 13:43:46,2026-05-18 13:43:46,326427.75,Annual,Renewed,,Infrastructure & Environment Setup,Active
CONT-000260,OPP-001704,ACC-000015,2024-11-05 13:43:46,2025-10-26 13:43:46,427970.43,Quarterly,Auto-Renew,,Infrastructure & Environment Setup,Active
CONT-000261,OPP-001707,ACC-000025,2021-04-24 00:00:00,2021-07-23 00:00:00,390728.62,Quarterly,Non-Renewed,Competitor,Development Projects,Inactive
CONT-000262,OPP-001709,ACC-000024,2025-06-02 13:43:46,2027-04-19 13:43:46,292503.98,Quarterly,Renewed,,Outcome-Based Contracts,Active
CONT-000263,OPP-001713,ACC-000021,2023-11-06 00:00:00,2024-02-04 00:00:00,249045.91,Quarterly,Non-Renewed,Product Issues,Managed Services,Inactive
CONT-000264,OPP-001714,ACC-000055,2022-03-25 00:00:00,2022-06-23 00:00:00,244908.99,Quarterly,Non-Renewed,Budget Constraints,Product Licensing,Inactive
CONT-000265,OPP-001715,ACC-000037,2023-12-14 00:00:00,2024-03-13 00:00:00,208966.35,Quarterly,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-000266,OPP-001721,ACC-000058,2025-04-15 13:43:46,2027-04-24 13:43:46,102473.23,Custom,Renewed,,Professional Services,Active
CONT-000267,OPP-001722,ACC-000006,2025-05-06 13:43:46,2027-02-24 13:43:46,26024.37,Custom,Renewed,,Managed Services,Active
CONT-000268,OPP-001724,ACC-000002,2025-03-17 13:43:46,2026-12-19 13:43:46,336696.99,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-000269,OPP-001725,ACC-000005,2024-12-27 13:43:46,2025-09-03 13:43:46,156772.99,Custom,Renewed,,Data & Analytics Services,Active
CONT-000270,OPP-001742,ACC-000040,2024-10-09 13:43:46,2026-07-10 13:43:46,289075.02,Annual,Pending,,Managed Services,Active
CONT-000271,OPP-001744,ACC-000054,2023-06-25 00:00:00,2023-09-23 00:00:00,294221,Quarterly,Non-Renewed,Merger/Acquisition,Support & Maintenance,Inactive
CONT-000272,OPP-001746,ACC-000023,2022-09-02 00:00:00,2023-09-02 00:00:00,168504.13,Annual,Non-Renewed,Poor Service,Development Projects,Inactive
CONT-000273,OPP-001756,ACC-000014,2021-11-18 00:00:00,2022-11-18 00:00:00,342790.28,Annual,Non-Renewed,Budget Constraints,Managed Services,Inactive
CONT-000274,OPP-001767,ACC-000032,2024-11-11 13:43:46,2027-04-23 13:43:46,454430.96,Custom,Renewed,,Managed Services,Active
CONT-000275,OPP-001792,ACC-000008,2022-07-04 00:00:00,2022-10-02 00:00:00,160194.76,Quarterly,Non-Renewed,Business Closure,Staff Augmentation,Inactive
CONT-000276,OPP-001804,ACC-000021,2023-12-04 00:00:00,2024-03-03 00:00:00,36210.17,Quarterly,Non-Renewed,Product Issues,Outcome-Based Contracts,Inactive
CONT-000277,OPP-001814,ACC-000029,2024-09-12 13:43:46,2026-05-23 13:43:46,367646.7,Annual,Renewed,,Support & Maintenance,Active
CONT-000278,OPP-001823,ACC-000041,2024-01-18 00:00:00,2025-01-17 00:00:00,422770.51,Annual,Non-Renewed,Competitor,System Integration,Inactive
CONT-000279,OPP-001834,ACC-000009,2024-12-07 13:43:46,2025-08-13 13:43:46,282685.32,Annual,Renewed,,System Integration,Active
CONT-000280,OPP-001842,ACC-000012,2021-06-10 00:00:00,2022-06-10 00:00:00,18399.73,Annual,Non-Renewed,Business Closure,Infrastructure & Environment Setup,Inactive
CONT-000281,OPP-001848,ACC-000060,2023-06-12 00:00:00,2023-08-11 00:00:00,332355.4,Custom,Non-Renewed,Poor Service,Product Licensing,Inactive
CONT-000282,OPP-001857,ACC-000059,2025-01-22 13:43:46,2025-10-09 13:43:46,467231.7,Quarterly,Auto-Renew,,Product Licensing,Active
CONT-000283,OPP-001858,ACC-000003,2025-06-24 13:43:46,2026-02-03 13:43:46,429318.04,Annual,Pending,,System Integration,Active
CONT-000284,OPP-001863,ACC-000036,2025-06-08 13:43:46,2025-10-10 13:43:46,465512.87,Custom,Auto-Renew,,System Integration,Active
CONT-000285,OPP-001864,ACC-000031,2021-10-06 00:00:00,2022-10-06 00:00:00,364043.52,Annual,Non-Renewed,Merger/Acquisition,Data & Analytics Services,Inactive
CONT-000286,OPP-001867,ACC-000061,2023-09-26 00:00:00,2024-09-25 00:00:00,283856.91,Annual,Non-Renewed,Competitor,Professional Services,Inactive
CONT-000287,OPP-001869,ACC-000010,2022-07-14 00:00:00,2022-10-12 00:00:00,475943.8,Quarterly,Non-Renewed,Merger/Acquisition,Infrastructure & Environment Setup,Inactive
CONT-000288,OPP-001877,ACC-000018,2024-11-26 13:43:46,2025-09-13 13:43:46,194645.2,Custom,Pending,,Managed Services,Active
CONT-000289,OPP-001882,ACC-000031,2023-02-02 00:00:00,2023-05-03 00:00:00,195916.75,Quarterly,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-000290,OPP-001885,ACC-000029,2025-02-24 13:43:46,2026-04-11 13:43:46,440611.7,Quarterly,Auto-Renew,,System Integration,Active
CONT-000291,OPP-001903,ACC-000051,2023-02-22 00:00:00,2023-03-24 00:00:00,48042.93,Custom,Non-Renewed,Merger/Acquisition,Professional Services,Inactive
CONT-000292,OPP-001909,ACC-000031,2024-09-19 00:00:00,2024-12-18 00:00:00,183842.05,Quarterly,Non-Renewed,Competitor,System Integration,Inactive
CONT-000293,OPP-001913,ACC-000022,2024-08-19 13:43:46,2025-08-18 13:43:46,109671.71,Annual,Auto-Renew,,Outcome-Based Contracts,Active
CONT-000294,OPP-001920,ACC-000017,2024-12-01 00:00:00,2025-03-01 00:00:00,273394.46,Quarterly,Non-Renewed,Merger/Acquisition,Product Licensing,Inactive
CONT-000295,OPP-001923,ACC-000028,2022-02-15 00:00:00,2022-03-17 00:00:00,219502.46,Custom,Non-Renewed,Merger/Acquisition,Data & Analytics Services,Inactive
CONT-000296,OPP-001946,ACC-000043,2024-10-26 13:43:46,2025-07-27 13:43:46,494195.4,Quarterly,Auto-Renew,,Managed Services,Active
CONT-000297,OPP-001947,ACC-000012,2022-05-19 00:00:00,2022-08-17 00:00:00,113005.72,Quarterly,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-000298,OPP-001952,ACC-000048,2023-11-24 00:00:00,2024-11-23 00:00:00,181996.18,Annual,Non-Renewed,Budget Constraints,System Integration,Inactive
CONT-000299,OPP-001960,ACC-000025,2023-03-07 00:00:00,2023-08-04 00:00:00,373288.5,Custom,Non-Renewed,Business Closure,Data & Analytics Services,Inactive
CONT-000300,OPP-001975,ACC-000018,2022-05-01 00:00:00,2022-07-30 00:00:00,120068.92,Quarterly,Non-Renewed,Business Closure,Support & Maintenance,Inactive
CONT-000301,OPP-001978,ACC-000014,2021-08-27 00:00:00,2021-09-26 00:00:00,399343.69,Custom,Non-Renewed,Poor Service,Outcome-Based Contracts,Inactive
CONT-000302,OPP-001984,ACC-000011,2025-01-06 13:43:46,2026-05-07 13:43:46,233793.43,Custom,Auto-Renew,,Professional Services,Active
CONT-000303,OPP-001985,ACC-000014,2023-10-24 00:00:00,2023-12-23 00:00:00,45330.2,Custom,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-000304,OPP-001994,ACC-000024,2022-04-11 00:00:00,2023-02-05 00:00:00,494437.98,Custom,Non-Renewed,Merger/Acquisition,Managed Services,Inactive
CONT-000305,OPP-001999,ACC-000026,2024-07-06 13:43:46,2025-07-19 13:43:46,88480.11,Quarterly,Renewed,,Outcome-Based Contracts,Active
CONT-000306,OPP-002006,ACC-000020,2024-07-30 13:43:46,2026-04-01 13:43:46,238906.84,Annual,Pending,,Infrastructure & Environment Setup,Active
CONT-000307,OPP-002012,ACC-000049,2023-12-01 00:00:00,2024-11-30 00:00:00,323243.9,Annual,Non-Renewed,Competitor,Staff Augmentation,Inactive
CONT-000308,OPP-002013,ACC-000013,2025-04-25 13:43:46,2026-11-04 13:43:46,410777.48,Quarterly,Renewed,,System Integration,Active
CONT-000309,OPP-002015,ACC-000021,2025-01-23 13:43:46,2026-03-12 13:43:46,292494.54,Annual,Pending,,Professional Services,Active
CONT-000310,OPP-002028,ACC-000009,2024-10-27 13:43:46,2025-07-23 13:43:46,317653.9,Quarterly,Renewed,,Development Projects,Active
CONT-000311,OPP-002029,ACC-000013,2025-03-22 13:43:46,2026-07-19 13:43:46,436007.94,Quarterly,Renewed,,Professional Services,Active
CONT-000312,OPP-002030,ACC-000002,2021-07-01 00:00:00,2021-09-29 00:00:00,40258.75,Quarterly,Non-Renewed,Merger/Acquisition,Outcome-Based Contracts,Inactive
CONT-000313,OPP-002035,ACC-000009,2024-10-03 00:00:00,2025-01-01 00:00:00,320153.42,Quarterly,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-000314,OPP-002036,ACC-000002,2022-11-18 00:00:00,2023-02-16 00:00:00,422447.28,Custom,Non-Renewed,Business Closure,Development Projects,Inactive
CONT-000315,OPP-002038,ACC-000030,2024-11-27 13:43:46,2027-06-11 13:43:46,195792.74,Quarterly,Auto-Renew,,Data & Analytics Services,Active
CONT-000316,OPP-002043,ACC-000012,2025-01-01 13:43:46,2027-04-15 13:43:46,459046.75,Quarterly,Pending,,Managed Services,Active
CONT-000317,OPP-002045,ACC-000062,2021-10-27 00:00:00,2022-01-25 00:00:00,55748.68,Quarterly,Non-Renewed,Budget Constraints,Support & Maintenance,Inactive
CONT-000318,OPP-002062,ACC-000027,2024-07-12 00:00:00,2025-07-12 00:00:00,309964,Annual,Renewed,,Managed Services,Active
CONT-000319,OPP-002079,ACC-000028,2025-05-02 13:43:46,2025-07-12 13:43:46,112946.2,Custom,Renewed,,Managed Services,Active
CONT-000320,OPP-002080,ACC-000010,2024-09-06 00:00:00,2024-12-05 00:00:00,42740.85,Quarterly,Non-Renewed,Competitor,Managed Services,Inactive
