Activity_ID,Account_ID,Activity_Date,Activity_Type,Activity_Channel,Activity_Outcome,Activity_Score
ENG-000337,ACC-000057,2022-12-30 08:36:35,Call,Sales,Neutral,3
ENG-000338,ACC-000008,2023-11-06 12:32:27,In-Person,Sales,Neutral,5
ENG-000339,ACC-000054,2021-11-20 03:24:57,In-Person,Marketing,Neutral,7
ENG-000340,ACC-000042,2024-01-11 20:41:21,Email,Support,Positive,1
ENG-000341,ACC-000061,2024-01-13 14:25:03,Email,Support,Neutral,10
ENG-000342,ACC-000031,2024-10-29 03:43:27,In-Person,Support,Negative,7
ENG-000343,ACC-000050,2022-11-14 13:22:05,Webinar,Marketing,Positive,3
ENG-000344,ACC-000031,2025-03-01 07:28:35,In-Person,Support,Neutral,8
ENG-000345,ACC-000003,2023-02-17 00:26:22,Call,Sales,Negative,6
ENG-000346,ACC-000001,2021-07-17 17:49:13,Email,Marketing,Neutral,9
ENG-000347,ACC-000034,2022-09-24 22:35:12,Call,Sales,Negative,4
ENG-000348,ACC-000031,2023-04-02 09:41:11,Webinar,Marketing,Negative,7
ENG-000349,ACC-000010,2023-02-20 23:56:39,Call,Support,Negative,3
ENG-000350,ACC-000033,2024-10-20 23:15:31,In-Person,Sales,Positive,2
ENG-000351,ACC-000049,2021-11-07 03:33:20,In-Person,Sales,Positive,6
ENG-000352,ACC-000018,2024-07-28 13:51:57,Call,Marketing,Positive,9
ENG-000353,ACC-000042,2025-04-28 10:30:56,In-Person,Sales,Positive,2
ENG-000354,ACC-000030,2023-11-14 18:45:47,In-Person,Marketing,Neutral,2
ENG-000355,ACC-000055,2025-05-04 18:18:47,In-Person,Sales,Neutral,2
ENG-000356,ACC-000032,2022-07-10 15:49:33,Call,Support,Neutral,7
ENG-000357,ACC-000003,2023-12-04 01:57:33,Call,Support,Negative,10
ENG-000358,ACC-000041,2023-09-16 01:54:50,Webinar,Marketing,Negative,4
ENG-000359,ACC-000042,2022-03-19 00:14:18,In-Person,Sales,Neutral,1
ENG-000360,ACC-000053,2024-05-28 04:09:39,Email,Sales,Neutral,9
ENG-000361,ACC-000050,2023-02-10 00:26:51,In-Person,Marketing,Negative,6
ENG-000362,ACC-000046,2022-03-18 21:12:43,In-Person,Support,Positive,4
ENG-000363,ACC-000001,2022-01-30 06:03:41,Webinar,Sales,Negative,5
ENG-000364,ACC-000036,2022-08-20 07:45:16,Webinar,Marketing,Positive,1
ENG-000365,ACC-000058,2022-10-09 08:42:58,Email,Sales,Positive,7
ENG-000366,ACC-000007,2022-08-19 12:39:34,Webinar,Marketing,Positive,4
ENG-000367,ACC-000008,2023-08-03 14:43:19,In-Person,Support,Neutral,4
ENG-000368,ACC-000046,2022-02-10 06:34:24,Webinar,Support,Neutral,1
ENG-000369,ACC-000060,2021-10-04 20:29:57,Call,Sales,Neutral,10
ENG-000370,ACC-000062,2022-03-15 07:40:21,Email,Sales,Positive,9
ENG-000371,ACC-000048,2023-05-04 19:38:05,Call,Marketing,Neutral,10
ENG-000372,ACC-000031,2022-08-31 06:19:59,Email,Marketing,Negative,3
ENG-000373,ACC-000047,2023-04-13 17:33:43,Email,Support,Neutral,10
ENG-000374,ACC-000039,2022-10-07 05:18:10,Webinar,Marketing,Neutral,7
ENG-000375,ACC-000039,2023-07-20 19:10:50,Email,Sales,Neutral,6
ENG-000376,ACC-000019,2024-10-26 09:39:20,In-Person,Support,Positive,7
ENG-000377,ACC-000039,2021-10-26 01:33:54,Webinar,Marketing,Negative,6
ENG-000378,ACC-000046,2023-01-10 13:26:29,Email,Support,Positive,10
ENG-000379,ACC-000046,2022-07-24 13:46:30,Webinar,Marketing,Neutral,3
ENG-000380,ACC-000046,2022-07-16 15:16:22,Email,Marketing,Negative,6
ENG-000381,ACC-000046,2024-07-22 10:48:30,Call,Sales,Negative,8
ENG-000382,ACC-000038,2024-02-24 12:40:25,In-Person,Marketing,Negative,9
ENG-000383,ACC-000019,2023-08-07 18:35:00,In-Person,Support,Negative,2
ENG-000384,ACC-000002,2024-01-07 00:26:09,In-Person,Support,Positive,1
ENG-000385,ACC-000013,2024-02-11 12:48:28,Webinar,Support,Neutral,5
ENG-000386,ACC-000010,2022-04-28 08:17:42,Call,Marketing,Neutral,4
ENG-000387,ACC-000049,2023-06-09 20:02:52,Call,Sales,Neutral,2
ENG-000388,ACC-000040,2021-12-11 17:56:52,Email,Marketing,Negative,9
ENG-000389,ACC-000025,2022-01-25 01:08:40,Email,Marketing,Negative,5
ENG-000390,ACC-000045,2022-10-14 20:12:08,Call,Sales,Neutral,7
ENG-000391,ACC-000062,2021-07-09 02:02:04,Webinar,Marketing,Positive,1
ENG-000392,ACC-000048,2023-03-05 06:11:42,Webinar,Support,Negative,8
ENG-000393,ACC-000054,2022-11-26 15:41:03,Email,Marketing,Negative,6
ENG-000394,ACC-000049,2025-01-25 23:21:00,Email,Marketing,Positive,5
ENG-000395,ACC-000029,2024-02-17 00:10:10,Email,Marketing,Positive,3
ENG-000396,ACC-000062,2023-02-08 17:03:10,Email,Marketing,Negative,2
ENG-000397,ACC-000025,2024-11-28 15:52:19,Call,Sales,Neutral,9
ENG-000398,ACC-000017,2025-02-26 22:48:42,Email,Support,Negative,5
ENG-000399,ACC-000001,2022-11-22 11:56:04,Webinar,Sales,Negative,3
ENG-000400,ACC-000003,2023-05-13 10:25:44,Email,Sales,Negative,1
ENG-000401,ACC-000050,2022-11-30 13:35:59,Webinar,Sales,Negative,9
ENG-000402,ACC-000023,2023-04-28 12:15:54,Call,Marketing,Neutral,9
ENG-000403,ACC-000015,2024-12-16 08:51:28,Email,Marketing,Positive,9
ENG-000404,ACC-000011,2024-12-28 21:20:52,In-Person,Marketing,Negative,7
ENG-000405,ACC-000006,2025-02-22 18:31:37,Webinar,Support,Positive,6
ENG-000406,ACC-000022,2024-04-04 22:08:31,Webinar,Sales,Positive,10
ENG-000407,ACC-000034,2024-01-07 22:18:11,In-Person,Marketing,Negative,1
ENG-000408,ACC-000008,2022-01-26 00:49:01,Webinar,Sales,Positive,10
ENG-000409,ACC-000059,2022-10-08 06:46:05,Email,Support,Negative,6
ENG-000410,ACC-000025,2022-11-08 16:59:32,Call,Sales,Neutral,9
ENG-000411,ACC-000047,2024-01-21 15:04:29,Webinar,Support,Negative,6
ENG-000412,ACC-000033,2024-06-12 16:06:16,In-Person,Sales,Positive,5
ENG-000413,ACC-000058,2022-05-06 14:00:54,Email,Sales,Negative,2
ENG-000414,ACC-000061,2023-07-12 16:30:23,Call,Support,Negative,9
ENG-000415,ACC-000001,2022-10-29 15:19:50,Call,Support,Negative,4
ENG-000416,ACC-000056,2022-03-31 12:31:34,In-Person,Support,Positive,9
ENG-000417,ACC-000054,2023-03-09 05:10:35,In-Person,Marketing,Positive,3
ENG-000418,ACC-000002,2022-11-06 08:02:36,In-Person,Marketing,Neutral,1
ENG-000419,ACC-000006,2022-09-24 07:42:12,Call,Support,Positive,5
ENG-000420,ACC-000036,2024-08-13 03:49:51,Call,Marketing,Positive,5
ENG-000421,ACC-000027,2024-06-12 03:37:56,In-Person,Sales,Negative,7
ENG-000422,ACC-000028,2024-03-07 18:02:34,Webinar,Support,Neutral,2
ENG-000423,ACC-000035,2023-07-31 07:48:29,Call,Marketing,Negative,10
ENG-000424,ACC-000005,2023-12-10 04:03:52,Call,Marketing,Positive,6
ENG-000425,ACC-000060,2024-10-25 07:50:47,Call,Sales,Negative,5
ENG-000426,ACC-000039,2022-07-10 03:57:42,Call,Sales,Neutral,7
ENG-000427,ACC-000026,2022-11-16 19:38:54,Call,Sales,Positive,9
ENG-000428,ACC-000015,2023-02-02 18:05:12,Email,Marketing,Neutral,9
ENG-000429,ACC-000019,2022-09-07 00:04:32,Email,Sales,Negative,6
ENG-000430,ACC-000062,2024-12-17 22:51:02,Call,Marketing,Negative,3
ENG-000431,ACC-000008,2024-10-31 08:57:24,Call,Support,Negative,10
ENG-000432,ACC-000026,2023-02-28 23:24:44,Call,Sales,Positive,6
ENG-000433,ACC-000014,2023-01-16 14:29:40,In-Person,Marketing,Negative,3
ENG-000434,ACC-000011,2021-12-22 11:46:28,Email,Support,Negative,5
ENG-000435,ACC-000013,2025-06-15 11:42:39,Call,Support,Negative,10
ENG-000436,ACC-000055,2023-11-21 11:35:58,Call,Marketing,Neutral,9
ENG-000437,ACC-000005,2022-05-04 22:48:52,Webinar,Marketing,Positive,5
ENG-000438,ACC-000007,2024-01-04 13:33:10,Email,Marketing,Negative,8
ENG-000439,ACC-000061,2023-10-24 04:15:20,Webinar,Sales,Positive,4
ENG-000440,ACC-000007,2022-04-04 01:54:05,Webinar,Marketing,Positive,4
ENG-000441,ACC-000021,2024-05-22 13:49:04,In-Person,Sales,Neutral,10
ENG-000442,ACC-000043,2024-10-03 00:35:55,Webinar,Marketing,Negative,3
ENG-000443,ACC-000037,2023-10-31 02:54:43,Webinar,Sales,Neutral,3
ENG-000444,ACC-000001,2021-08-09 09:14:02,Webinar,Support,Positive,7
ENG-000445,ACC-000018,2024-08-01 06:12:29,Webinar,Support,Negative,6
ENG-000446,ACC-000057,2023-06-15 16:15:09,In-Person,Sales,Neutral,6
ENG-000447,ACC-000050,2024-07-02 23:34:00,Webinar,Sales,Negative,2
ENG-000448,ACC-000012,2022-05-20 05:59:15,Call,Sales,Positive,9
ENG-000449,ACC-000013,2023-05-10 16:30:51,Webinar,Marketing,Negative,2
ENG-000450,ACC-000047,2024-11-18 17:36:02,Call,Support,Negative,1
ENG-000451,ACC-000053,2022-09-24 03:20:36,In-Person,Marketing,Positive,1
ENG-000452,ACC-000036,2025-01-09 22:09:39,Webinar,Marketing,Negative,8
ENG-000453,ACC-000042,2024-06-08 20:30:01,Email,Sales,Neutral,4
ENG-000454,ACC-000058,2021-10-14 00:09:03,Webinar,Support,Neutral,9
ENG-000455,ACC-000033,2024-12-21 18:58:41,Call,Sales,Neutral,9
ENG-000456,ACC-000001,2025-02-04 13:33:13,Email,Marketing,Negative,3
ENG-000457,ACC-000049,2024-11-15 13:57:56,Email,Sales,Positive,3
ENG-000458,ACC-000037,2024-11-14 15:10:41,Email,Marketing,Negative,8
ENG-000459,ACC-000061,2023-03-26 03:37:58,Webinar,Support,Positive,8
ENG-000460,ACC-000015,2024-05-09 00:09:15,Call,Sales,Neutral,4
ENG-000461,ACC-000003,2023-08-13 05:06:07,Email,Marketing,Neutral,7
ENG-000462,ACC-000031,2022-01-30 18:42:09,In-Person,Support,Positive,6
ENG-000463,ACC-000007,2024-03-08 10:12:28,Webinar,Marketing,Neutral,10
ENG-000464,ACC-000035,2022-10-12 00:08:53,Email,Sales,Negative,7
ENG-000465,ACC-000024,2022-07-09 12:55:55,Call,Marketing,Neutral,7
ENG-000466,ACC-000059,2022-07-26 02:23:05,Email,Marketing,Neutral,6
ENG-000467,ACC-000053,2024-04-16 18:27:51,Webinar,Sales,Neutral,10
ENG-000468,ACC-000001,2022-02-23 00:36:18,Email,Sales,Positive,4
ENG-000469,ACC-000005,2024-07-13 15:40:27,Webinar,Support,Positive,3
ENG-000470,ACC-000011,2023-04-16 21:04:56,Webinar,Marketing,Negative,2
ENG-000471,ACC-000043,2024-11-05 08:38:34,Email,Sales,Neutral,2
ENG-000472,ACC-000031,2023-02-04 04:57:55,In-Person,Sales,Positive,10
ENG-000473,ACC-000011,2021-10-21 11:20:56,In-Person,Support,Positive,1
ENG-000474,ACC-000009,2023-05-27 04:08:58,Email,Support,Negative,9
ENG-000475,ACC-000003,2024-01-13 10:19:07,Email,Support,Positive,5
ENG-000476,ACC-000060,2023-07-13 00:53:36,Email,Marketing,Neutral,10
ENG-000477,ACC-000037,2023-12-20 01:21:33,Call,Marketing,Negative,5
ENG-000478,ACC-000061,2023-03-13 04:49:33,Call,Support,Neutral,10
ENG-000479,ACC-000031,2023-10-06 16:23:22,In-Person,Support,Positive,7
ENG-000480,ACC-000039,2023-08-24 13:37:01,Email,Marketing,Positive,10
ENG-000481,ACC-000043,2025-06-02 04:08:45,Webinar,Support,Negative,6
ENG-000482,ACC-000060,2025-05-28 08:26:11,In-Person,Marketing,Negative,2
ENG-000483,ACC-000015,2025-03-10 12:01:26,In-Person,Sales,Positive,2
ENG-000484,ACC-000002,2024-06-07 02:30:16,Email,Marketing,Negative,7
ENG-000485,ACC-000053,2023-04-09 09:06:32,Email,Marketing,Positive,3
ENG-000486,ACC-000031,2023-10-21 02:17:28,Call,Marketing,Negative,2
ENG-000487,ACC-000006,2021-08-24 16:26:00,In-Person,Marketing,Positive,10
ENG-000488,ACC-000035,2024-11-07 21:56:28,Call,Marketing,Negative,7
ENG-000489,ACC-000034,2023-01-08 01:57:35,In-Person,Sales,Positive,9
ENG-000490,ACC-000028,2024-06-22 12:33:03,Email,Sales,Neutral,6
ENG-000491,ACC-000038,2025-04-19 16:26:42,Call,Sales,Positive,5
ENG-000492,ACC-000031,2024-12-11 10:21:18,Email,Support,Neutral,10
ENG-000493,ACC-000057,2023-10-10 15:02:05,In-Person,Sales,Positive,1
ENG-000494,ACC-000046,2024-01-07 00:56:27,Call,Marketing,Negative,2
ENG-000495,ACC-000034,2024-03-15 22:49:02,Call,Sales,Negative,4
ENG-000496,ACC-000045,2025-05-19 01:04:42,Webinar,Sales,Neutral,2
ENG-000497,ACC-000010,2021-11-07 14:05:06,In-Person,Marketing,Negative,5
ENG-000498,ACC-000017,2021-12-15 11:18:59,In-Person,Marketing,Neutral,10
ENG-000499,ACC-000018,2024-10-05 02:24:49,In-Person,Support,Neutral,9
ENG-000500,ACC-000051,2022-07-19 04:27:00,In-Person,Support,Neutral,9
ENG-000501,ACC-000036,2024-04-15 02:53:42,In-Person,Sales,Neutral,10
ENG-000502,ACC-000023,2024-04-26 03:18:47,In-Person,Marketing,Positive,2
ENG-000503,ACC-000048,2023-01-01 01:25:01,Email,Sales,Negative,3
ENG-000504,ACC-000007,2022-03-13 23:16:38,Email,Marketing,Neutral,6
ENG-000505,ACC-000052,2024-03-29 15:37:53,Call,Support,Neutral,1
ENG-000506,ACC-000052,2024-02-05 08:01:00,Call,Support,Neutral,10
ENG-000507,ACC-000028,2021-09-05 09:13:45,Call,Support,Neutral,4
ENG-000508,ACC-000024,2023-11-20 12:06:11,Call,Marketing,Positive,7
ENG-000509,ACC-000060,2024-03-26 14:14:06,In-Person,Marketing,Negative,9
ENG-000510,ACC-000019,2024-05-15 23:42:42,Call,Support,Negative,8
ENG-000511,ACC-000029,2024-03-29 06:04:41,Call,Support,Negative,9
ENG-000512,ACC-000019,2023-03-11 08:33:29,Email,Support,Negative,9
ENG-000513,ACC-000034,2024-09-09 19:46:36,Email,Marketing,Positive,1
ENG-000514,ACC-000024,2022-11-25 16:32:59,Email,Marketing,Positive,3
ENG-000515,ACC-000006,2024-11-16 11:22:28,Webinar,Sales,Neutral,7
ENG-000516,ACC-000026,2023-04-28 06:16:29,Email,Marketing,Positive,2
ENG-000517,ACC-000059,2021-12-10 03:37:41,Call,Marketing,Neutral,9
ENG-000518,ACC-000059,2021-07-14 22:58:42,Webinar,Sales,Neutral,4
ENG-000519,ACC-000039,2021-11-28 18:02:52,Email,Sales,Neutral,10
ENG-000520,ACC-000001,2022-08-04 12:11:40,Webinar,Support,Neutral,9
ENG-000521,ACC-000007,2022-06-08 10:31:44,Call,Marketing,Neutral,6
ENG-000522,ACC-000061,2023-08-30 21:07:08,Call,Marketing,Neutral,9
ENG-000523,ACC-000053,2024-08-31 18:25:40,Webinar,Marketing,Neutral,7
ENG-000524,ACC-000037,2023-09-12 11:54:41,In-Person,Support,Neutral,8
ENG-000525,ACC-000044,2023-11-12 09:13:52,In-Person,Marketing,Positive,8
ENG-000526,ACC-000008,2023-12-17 09:01:10,Webinar,Support,Neutral,4
ENG-000527,ACC-000044,2024-05-31 19:42:58,Email,Sales,Neutral,6
ENG-000528,ACC-000034,2023-12-09 04:03:32,Call,Marketing,Neutral,4
ENG-000529,ACC-000019,2022-06-06 22:23:21,Call,Sales,Negative,6
ENG-000530,ACC-000005,2023-05-22 01:33:28,Email,Sales,Neutral,6
ENG-000531,ACC-000014,2023-01-30 17:55:02,Webinar,Support,Negative,4
ENG-000532,ACC-000032,2023-02-26 04:16:03,Email,Support,Negative,4
ENG-000533,ACC-000056,2023-06-17 21:58:35,Webinar,Support,Positive,4
ENG-000534,ACC-000054,2024-10-10 08:44:03,Email,Marketing,Neutral,3
ENG-000535,ACC-000050,2024-05-19 05:23:37,Call,Support,Positive,8
ENG-000536,ACC-000040,2023-12-29 21:57:10,Call,Marketing,Positive,8
ENG-000537,ACC-000024,2024-06-05 03:05:50,Webinar,Sales,Negative,5
ENG-000538,ACC-000032,2023-08-15 00:26:44,Email,Marketing,Neutral,7
ENG-000539,ACC-000015,2022-02-17 17:54:26,Email,Support,Negative,7
ENG-000540,ACC-000031,2022-12-16 11:02:42,Call,Marketing,Neutral,7
ENG-000541,ACC-000056,2021-08-05 17:29:27,Email,Sales,Positive,9
ENG-000542,ACC-000030,2023-07-18 12:44:22,Webinar,Marketing,Positive,1
ENG-000543,ACC-000044,2021-12-07 23:36:41,Email,Sales,Negative,2
ENG-000544,ACC-000021,2022-09-30 12:14:25,Webinar,Marketing,Neutral,3
ENG-000545,ACC-000036,2023-04-05 18:25:00,Webinar,Support,Neutral,8
ENG-000546,ACC-000062,2025-05-28 14:13:43,Webinar,Sales,Positive,8
ENG-000547,ACC-000028,2021-11-08 22:37:40,Email,Sales,Negative,6
ENG-000548,ACC-000024,2021-12-25 21:06:26,In-Person,Sales,Neutral,3
ENG-000549,ACC-000037,2025-01-09 23:30:02,Email,Marketing,Negative,4
ENG-000550,ACC-000053,2024-08-05 19:43:15,Call,Marketing,Neutral,4
ENG-000551,ACC-000036,2022-02-03 15:45:44,In-Person,Sales,Positive,3
ENG-000552,ACC-000052,2022-12-21 16:21:44,Email,Sales,Positive,3
ENG-000553,ACC-000027,2022-10-26 01:50:37,In-Person,Support,Negative,9
ENG-000554,ACC-000035,2022-12-13 12:10:54,Webinar,Sales,Neutral,5
ENG-000555,ACC-000036,2023-06-05 21:45:35,Call,Sales,Positive,3
ENG-000556,ACC-000004,2024-10-28 21:26:01,Email,Sales,Neutral,2
ENG-000557,ACC-000029,2022-05-15 22:18:06,Webinar,Sales,Neutral,6
ENG-000558,ACC-000036,2023-09-16 02:17:52,Webinar,Sales,Positive,7
ENG-000559,ACC-000008,2023-07-18 18:30:54,Webinar,Marketing,Negative,4
ENG-000560,ACC-000037,2022-12-21 15:18:18,Email,Sales,Neutral,6
ENG-000561,ACC-000044,2023-07-08 06:21:17,In-Person,Marketing,Neutral,2
ENG-000562,ACC-000025,2021-11-27 05:22:45,Webinar,Sales,Negative,3
ENG-000563,ACC-000056,2023-05-10 05:44:20,Email,Marketing,Neutral,7
ENG-000564,ACC-000041,2024-07-24 03:36:50,In-Person,Support,Positive,3
ENG-000565,ACC-000022,2024-06-14 22:56:46,Email,Sales,Neutral,5
ENG-000566,ACC-000046,2023-06-01 10:10:58,Webinar,Marketing,Negative,7
ENG-000567,ACC-000018,2022-11-05 23:32:09,In-Person,Sales,Negative,10
ENG-000568,ACC-000034,2021-10-10 22:10:11,In-Person,Sales,Positive,3
ENG-000569,ACC-000055,2022-10-08 00:23:07,Call,Support,Negative,4
ENG-000570,ACC-000043,2021-09-05 23:38:01,Webinar,Marketing,Negative,2
ENG-000571,ACC-000014,2024-12-08 03:38:59,Email,Sales,Positive,2
ENG-000572,ACC-000005,2024-07-06 17:29:25,In-Person,Marketing,Positive,1
ENG-000573,ACC-000050,2021-12-24 08:25:07,In-Person,Marketing,Positive,2
ENG-000574,ACC-000017,2021-08-02 15:45:46,Email,Support,Negative,7
ENG-000575,ACC-000020,2025-02-06 17:27:15,Email,Support,Negative,5
ENG-000576,ACC-000029,2022-12-13 12:36:06,Email,Support,Negative,3
ENG-000577,ACC-000002,2024-03-31 03:47:54,Call,Marketing,Neutral,6
ENG-000578,ACC-000056,2021-12-15 11:03:54,In-Person,Sales,Negative,5
ENG-000579,ACC-000036,2024-05-15 11:18:46,In-Person,Support,Negative,9
ENG-000580,ACC-000012,2024-11-22 09:45:34,In-Person,Marketing,Negative,10
ENG-000581,ACC-000028,2022-03-10 21:17:36,Webinar,Sales,Neutral,9
ENG-000582,ACC-000015,2025-06-12 03:45:01,Call,Sales,Neutral,6
ENG-000583,ACC-000027,2024-08-21 21:10:40,Webinar,Support,Neutral,1
ENG-000584,ACC-000001,2022-07-12 11:27:45,Email,Sales,Neutral,8
ENG-000585,ACC-000035,2023-09-08 03:22:33,Call,Marketing,Neutral,8
ENG-000586,ACC-000020,2022-03-26 13:49:00,Call,Sales,Neutral,10
ENG-000587,ACC-000015,2023-11-02 22:26:09,Call,Marketing,Neutral,4
ENG-000588,ACC-000027,2022-03-04 08:01:15,In-Person,Sales,Positive,3
ENG-000589,ACC-000046,2022-11-24 17:55:03,In-Person,Sales,Positive,5
ENG-000590,ACC-000006,2023-11-15 06:24:38,In-Person,Marketing,Positive,9
ENG-000591,ACC-000049,2023-04-21 21:55:53,Webinar,Sales,Negative,9
ENG-000592,ACC-000052,2023-06-16 08:21:23,Webinar,Sales,Positive,2
ENG-000593,ACC-000012,2022-06-23 17:55:48,Email,Sales,Positive,8
ENG-000594,ACC-000040,2024-11-18 20:13:13,In-Person,Sales,Negative,10
ENG-000595,ACC-000032,2023-03-19 18:59:30,Email,Sales,Positive,3
ENG-000596,ACC-000004,2024-03-02 20:53:43,Call,Support,Positive,5
ENG-000597,ACC-000018,2022-04-11 02:35:22,Email,Marketing,Neutral,1
ENG-000598,ACC-000015,2022-04-14 02:44:13,Call,Support,Positive,8
ENG-000599,ACC-000014,2024-03-19 12:30:43,Webinar,Sales,Neutral,8
ENG-000600,ACC-000024,2024-04-14 15:56:38,In-Person,Marketing,Positive,6
ENG-000601,ACC-000006,2023-04-30 20:52:08,Email,Support,Neutral,7
ENG-000602,ACC-000005,2023-03-05 02:06:32,In-Person,Support,Positive,5
ENG-000603,ACC-000053,2021-08-12 22:05:44,In-Person,Support,Positive,4
ENG-000604,ACC-000025,2024-08-17 01:33:35,In-Person,Support,Negative,1
ENG-000605,ACC-000013,2024-02-07 13:17:41,In-Person,Marketing,Positive,9
ENG-000606,ACC-000043,2025-03-31 09:59:07,Email,Sales,Neutral,5
ENG-000607,ACC-000060,2022-05-01 02:31:01,Webinar,Support,Negative,1
ENG-000608,ACC-000048,2023-05-27 23:06:00,Call,Sales,Neutral,5
ENG-000609,ACC-000013,2024-01-04 12:39:46,Webinar,Support,Negative,4
ENG-000610,ACC-000008,2023-04-26 20:37:10,Email,Marketing,Neutral,6
ENG-000611,ACC-000001,2023-02-22 14:34:39,Email,Sales,Negative,2
ENG-000612,ACC-000026,2021-07-05 11:38:18,Email,Support,Positive,10
ENG-000613,ACC-000051,2024-06-27 08:10:37,In-Person,Marketing,Negative,3
ENG-000614,ACC-000024,2022-05-28 05:54:29,Call,Support,Positive,8
ENG-000615,ACC-000006,2022-05-14 05:55:49,Webinar,Marketing,Positive,1
ENG-000616,ACC-000023,2022-09-03 23:10:34,Email,Marketing,Negative,2
ENG-000617,ACC-000009,2024-09-09 06:27:22,In-Person,Support,Neutral,9
ENG-000618,ACC-000051,2024-06-25 19:47:37,Webinar,Sales,Negative,4
ENG-000619,ACC-000002,2024-12-05 21:21:38,In-Person,Sales,Negative,3
ENG-000620,ACC-000017,2024-11-16 03:03:36,Call,Sales,Negative,8
ENG-000621,ACC-000036,2021-10-03 18:16:28,Webinar,Marketing,Negative,8
ENG-000622,ACC-000013,2023-12-12 10:49:08,Email,Marketing,Neutral,6
ENG-000623,ACC-000047,2021-12-03 15:19:12,In-Person,Sales,Negative,9
ENG-000624,ACC-000011,2024-11-21 13:20:13,Call,Marketing,Positive,8
ENG-000625,ACC-000019,2025-03-14 03:28:28,Webinar,Marketing,Neutral,8
ENG-000626,ACC-000001,2023-10-10 14:24:07,In-Person,Marketing,Positive,1
ENG-000627,ACC-000040,2022-04-15 00:05:48,Webinar,Marketing,Positive,6
ENG-000628,ACC-000047,2023-01-17 19:28:53,Call,Marketing,Negative,7
ENG-000629,ACC-000013,2022-11-16 23:19:38,In-Person,Marketing,Positive,10
ENG-000630,ACC-000019,2022-04-30 17:11:25,Webinar,Sales,Negative,6
ENG-000631,ACC-000008,2023-06-09 08:26:42,Call,Marketing,Negative,2
ENG-000632,ACC-000003,2021-12-22 14:16:41,Email,Support,Positive,4
ENG-000633,ACC-000007,2022-08-10 02:58:20,In-Person,Support,Positive,1
ENG-000634,ACC-000037,2024-05-05 11:17:25,In-Person,Marketing,Neutral,9
ENG-000635,ACC-000040,2025-02-27 15:09:01,Webinar,Support,Neutral,4
ENG-000636,ACC-000039,2023-07-28 23:00:51,Call,Support,Positive,8
ENG-000637,ACC-000060,2023-09-26 08:22:14,Call,Sales,Negative,1
ENG-000638,ACC-000024,2024-03-17 09:25:26,In-Person,Sales,Negative,1
ENG-000639,ACC-000053,2022-10-28 10:16:51,Webinar,Marketing,Positive,2
ENG-000640,ACC-000054,2024-01-11 22:24:52,Webinar,Support,Positive,9
ENG-000641,ACC-000007,2023-02-22 07:15:02,Call,Marketing,Positive,9
ENG-000642,ACC-000025,2024-02-03 04:57:31,Email,Support,Negative,4
ENG-000643,ACC-000037,2023-02-28 08:49:48,Email,Marketing,Negative,9
ENG-000644,ACC-000027,2023-12-27 10:51:03,Call,Marketing,Negative,6
ENG-000645,ACC-000044,2021-12-23 00:36:33,In-Person,Marketing,Negative,7
ENG-000646,ACC-000057,2022-12-21 01:17:58,Call,Support,Positive,9
ENG-000647,ACC-000026,2022-12-27 08:40:40,Webinar,Marketing,Positive,9
ENG-000648,ACC-000039,2025-02-01 00:55:02,In-Person,Sales,Neutral,9
ENG-000649,ACC-000021,2023-06-09 20:00:31,Webinar,Sales,Negative,7
ENG-000650,ACC-000053,2024-02-12 14:40:40,Webinar,Marketing,Positive,10
ENG-000651,ACC-000035,2022-03-23 14:01:14,Email,Sales,Negative,5
ENG-000652,ACC-000024,2024-12-13 16:05:23,In-Person,Sales,Neutral,1
ENG-000653,ACC-000047,2024-05-09 22:56:30,Call,Sales,Negative,1
ENG-000654,ACC-000034,2024-06-29 06:52:57,Email,Sales,Positive,5
ENG-000655,ACC-000015,2024-11-23 06:45:33,Email,Sales,Positive,5
ENG-000656,ACC-000059,2022-10-03 15:16:33,Email,Support,Positive,8
ENG-000657,ACC-000023,2025-05-25 16:41:52,Email,Support,Neutral,6
ENG-000658,ACC-000057,2024-02-08 03:22:19,Email,Support,Neutral,5
ENG-000659,ACC-000006,2024-01-01 08:48:01,In-Person,Marketing,Positive,2
ENG-000660,ACC-000047,2021-11-07 05:30:40,Webinar,Sales,Positive,8
ENG-000661,ACC-000053,2024-05-07 15:48:32,Call,Marketing,Negative,5
